,ITSDO,settlementDate,settlementPeriod
2016083026,29913,2016-08-30,26
2016083027,30559,2016-08-30,27
2016083028,30410,2016-08-30,28
2016083029,30432,2016-08-30,29
2016083030,30532,2016-08-30,30
2016083031,30122,2016-08-30,31
2016083032,30559,2016-08-30,32
2016083033,30963,2016-08-30,33
2016083034,31920,2016-08-30,34
2016083035,32724,2016-08-30,35
2016083036,33304,2016-08-30,36
2016083037,33787,2016-08-30,37
2016083038,33978,2016-08-30,38
2016083039,33964,2016-08-30,39
2016083040,33852,2016-08-30,40
2016083041,34872,2016-08-30,41
2016083042,34803,2016-08-30,42
2016083043,33696,2016-08-30,43
2016083044,31814,2016-08-30,44
2016083045,29813,2016-08-30,45
2016083046,27874,2016-08-30,46
2016083047,26058,2016-08-30,47
2016083048,24518,2016-08-30,48
2016083101,23793,2016-08-31,1
2016083102,23513,2016-08-31,2
2016083103,22984,2016-08-31,3
2016083104,22628,2016-08-31,4
2016083105,22399,2016-08-31,5
2016083106,22191,2016-08-31,6
2016083107,22012,2016-08-31,7
2016083108,21997,2016-08-31,8
2016083109,22022,2016-08-31,9
2016083110,22185,2016-08-31,10
2016083111,22731,2016-08-31,11
2016083112,23445,2016-08-31,12
2016083113,24413,2016-08-31,13
2016083114,26254,2016-08-31,14
2016083115,28753,2016-08-31,15
2016083116,30479,2016-08-31,16
2016083117,31757,2016-08-31,17
2016083118,32267,2016-08-31,18
2016083119,32569,2016-08-31,19
2016083120,32252,2016-08-31,20
2016083121,32221,2016-08-31,21
2016083122,31965,2016-08-31,22
2016083123,32557,2016-08-31,23
2016083124,32615,2016-08-31,24
2016083125,32718,2016-08-31,25
2016083126,32504,2016-08-31,26
2016083127,32393,2016-08-31,27
2016083128,32046,2016-08-31,28
2016083129,31805,2016-08-31,29
2016083130,31588,2016-08-31,30
2016083131,31715,2016-08-31,31
2016083132,32011,2016-08-31,32
2016083133,31863,2016-08-31,33
2016083134,32441,2016-08-31,34
2016083135,33172,2016-08-31,35
2016083136,33807,2016-08-31,36
2016083137,34163,2016-08-31,37
2016083138,34270,2016-08-31,38
2016083139,34280,2016-08-31,39
2016083140,34764,2016-08-31,40
2016083141,35687,2016-08-31,41
2016083142,35223,2016-08-31,42
2016083143,34042,2016-08-31,43
2016083144,32399,2016-08-31,44
2016083145,31710,2016-08-31,45
2016083146,29695,2016-08-31,46
2016083147,26681,2016-08-31,47
2016083148,24954,2016-08-31,48
2016090101,24244,2016-09-01,1
2016090102,23832,2016-09-01,2
2016090103,23542,2016-09-01,3
2016090104,23429,2016-09-01,4
2016090105,23154,2016-09-01,5
2016090106,22889,2016-09-01,6
2016090107,22691,2016-09-01,7
2016090108,22701,2016-09-01,8
2016090109,22742,2016-09-01,9
2016090110,23034,2016-09-01,10
2016090111,23211,2016-09-01,11
2016090112,24116,2016-09-01,12
2016090113,25189,2016-09-01,13
2016090114,27014,2016-09-01,14
2016090115,30240,2016-09-01,15
2016090116,31984,2016-09-01,16
2016090117,32924,2016-09-01,17
2016090118,33100,2016-09-01,18
2016090119,33076,2016-09-01,19
2016090120,32509,2016-09-01,20
2016090121,32748,2016-09-01,21
2016090122,32665,2016-09-01,22
2016090123,32433,2016-09-01,23
2016090124,32164,2016-09-01,24
2016090125,32103,2016-09-01,25
2016090126,31553,2016-09-01,26
2016090127,30799,2016-09-01,27
2016090128,30215,2016-09-01,28
2016090129,29970,2016-09-01,29
2016090130,30110,2016-09-01,30
2016090131,30510,2016-09-01,31
2016090132,31253,2016-09-01,32
2016090133,32194,2016-09-01,33
2016090134,33170,2016-09-01,34
2016090135,33587,2016-09-01,35
2016090136,34147,2016-09-01,36
2016090137,34662,2016-09-01,37
2016090138,34806,2016-09-01,38
2016090139,34024,2016-09-01,39
2016090140,34263,2016-09-01,40
2016090141,34750,2016-09-01,41
2016090142,34491,2016-09-01,42
2016090143,33924,2016-09-01,43
2016090144,32185,2016-09-01,44
2016090145,31137,2016-09-01,45
2016090146,29273,2016-09-01,46
2016090147,26890,2016-09-01,47
2016090148,25552,2016-09-01,48
2016090201,24146,2016-09-02,1
2016090202,23656,2016-09-02,2
2016090203,23738,2016-09-02,3
2016090204,23589,2016-09-02,4
2016090205,23036,2016-09-02,5
2016090206,22620,2016-09-02,6
2016090207,22541,2016-09-02,7
2016090208,22594,2016-09-02,8
2016090209,22744,2016-09-02,9
2016090210,22717,2016-09-02,10
2016090211,23223,2016-09-02,11
2016090212,23573,2016-09-02,12
2016090213,25342,2016-09-02,13
2016090214,27178,2016-09-02,14
2016090215,29972,2016-09-02,15
2016090216,31802,2016-09-02,16
2016090217,32888,2016-09-02,17
2016090218,33483,2016-09-02,18
2016090219,33673,2016-09-02,19
2016090220,33932,2016-09-02,20
2016090221,33953,2016-09-02,21
2016090222,33961,2016-09-02,22
2016090223,33940,2016-09-02,23
2016090224,34174,2016-09-02,24
2016090225,34109,2016-09-02,25
2016090226,33804,2016-09-02,26
2016090227,33922,2016-09-02,27
2016090228,33740,2016-09-02,28
2016090229,33697,2016-09-02,29
2016090230,33368,2016-09-02,30
2016090231,32781,2016-09-02,31
2016090232,32553,2016-09-02,32
2016090233,32268,2016-09-02,33
2016090234,32878,2016-09-02,34
2016090235,33029,2016-09-02,35
2016090236,33139,2016-09-02,36
2016090237,33290,2016-09-02,37
2016090238,33550,2016-09-02,38
2016090239,33493,2016-09-02,39
2016090240,33687,2016-09-02,40
2016090241,33916,2016-09-02,41
2016090242,33391,2016-09-02,42
2016090243,32900,2016-09-02,43
2016090244,31386,2016-09-02,44
2016090245,29607,2016-09-02,45
2016090246,27853,2016-09-02,46
2016090247,25667,2016-09-02,47
2016090248,24264,2016-09-02,48
2016090301,23169,2016-09-03,1
2016090302,22549,2016-09-03,2
2016090303,22640,2016-09-03,3
2016090304,22464,2016-09-03,4
2016090305,22098,2016-09-03,5
2016090306,21661,2016-09-03,6
2016090307,21644,2016-09-03,7
2016090308,21494,2016-09-03,8
2016090309,21357,2016-09-03,9
2016090310,21454,2016-09-03,10
2016090311,21753,2016-09-03,11
2016090312,21916,2016-09-03,12
2016090313,21966,2016-09-03,13
2016090314,22167,2016-09-03,14
2016090315,24119,2016-09-03,15
2016090316,25395,2016-09-03,16
2016090317,26331,2016-09-03,17
2016090318,27242,2016-09-03,18
2016090319,28224,2016-09-03,19
2016090320,28734,2016-09-03,20
2016090321,29050,2016-09-03,21
2016090322,29235,2016-09-03,22
2016090323,29644,2016-09-03,23
2016090324,29802,2016-09-03,24
2016090325,29717,2016-09-03,25
2016090326,29331,2016-09-03,26
2016090327,28916,2016-09-03,27
2016090328,28446,2016-09-03,28
2016090329,28152,2016-09-03,29
2016090330,28342,2016-09-03,30
2016090331,28296,2016-09-03,31
2016090332,28559,2016-09-03,32
2016090333,29182,2016-09-03,33
2016090334,29925,2016-09-03,34
2016090335,31002,2016-09-03,35
2016090336,31536,2016-09-03,36
2016090337,31322,2016-09-03,37
2016090338,30970,2016-09-03,38
2016090339,30705,2016-09-03,39
2016090340,30430,2016-09-03,40
2016090341,30717,2016-09-03,41
2016090342,30077,2016-09-03,42
2016090343,29125,2016-09-03,43
2016090344,28233,2016-09-03,44
2016090345,27113,2016-09-03,45
2016090346,25617,2016-09-03,46
2016090347,23998,2016-09-03,47
2016090348,22594,2016-09-03,48
2016090401,21795,2016-09-04,1
2016090402,21173,2016-09-04,2
2016090403,20741,2016-09-04,3
2016090404,20794,2016-09-04,4
2016090405,20692,2016-09-04,5
2016090406,20529,2016-09-04,6
2016090407,20257,2016-09-04,7
2016090408,20187,2016-09-04,8
2016090409,20087,2016-09-04,9
2016090410,19972,2016-09-04,10
2016090411,20219,2016-09-04,11
2016090412,20269,2016-09-04,12
2016090413,20593,2016-09-04,13
2016090414,20892,2016-09-04,14
2016090415,21379,2016-09-04,15
2016090416,21484,2016-09-04,16
2016090417,22644,2016-09-04,17
2016090418,23844,2016-09-04,18
2016090419,25273,2016-09-04,19
2016090420,26029,2016-09-04,20
2016090421,26719,2016-09-04,21
2016090422,27081,2016-09-04,22
2016090423,27338,2016-09-04,23
2016090424,27394,2016-09-04,24
2016090425,27785,2016-09-04,25
2016090426,28136,2016-09-04,26
2016090427,27653,2016-09-04,27
2016090428,27535,2016-09-04,28
2016090429,27215,2016-09-04,29
2016090430,27052,2016-09-04,30
2016090431,27200,2016-09-04,31
2016090432,27667,2016-09-04,32
2016090433,28546,2016-09-04,33
2016090434,29479,2016-09-04,34
2016090435,30414,2016-09-04,35
2016090436,30973,2016-09-04,36
2016090437,31276,2016-09-04,37
2016090438,31237,2016-09-04,38
2016090439,31924,2016-09-04,39
2016090440,32408,2016-09-04,40
2016090441,33236,2016-09-04,41
2016090442,32530,2016-09-04,42
2016090443,31301,2016-09-04,43
2016090444,29903,2016-09-04,44
2016090445,28440,2016-09-04,45
2016090446,26600,2016-09-04,46
2016090447,25182,2016-09-04,47
2016090448,24461,2016-09-04,48
2016090501,23417,2016-09-05,1
2016090502,23088,2016-09-05,2
2016090503,22720,2016-09-05,3
2016090504,22433,2016-09-05,4
2016090505,22053,2016-09-05,5
2016090506,21788,2016-09-05,6
2016090507,21682,2016-09-05,7
2016090508,21534,2016-09-05,8
2016090509,21588,2016-09-05,9
2016090510,21704,2016-09-05,10
2016090511,22404,2016-09-05,11
2016090512,23329,2016-09-05,12
2016090513,25079,2016-09-05,13
2016090514,26986,2016-09-05,14
2016090515,30659,2016-09-05,15
2016090516,32665,2016-09-05,16
2016090517,33817,2016-09-05,17
2016090518,34264,2016-09-05,18
2016090519,34372,2016-09-05,19
2016090520,34486,2016-09-05,20
2016090521,34756,2016-09-05,21
2016090522,34790,2016-09-05,22
2016090523,34374,2016-09-05,23
2016090524,34414,2016-09-05,24
2016090525,34714,2016-09-05,25
2016090526,34590,2016-09-05,26
2016090527,34313,2016-09-05,27
2016090528,33946,2016-09-05,28
2016090529,33923,2016-09-05,29
2016090530,34010,2016-09-05,30
2016090531,33838,2016-09-05,31
2016090532,34400,2016-09-05,32
2016090533,35518,2016-09-05,33
2016090534,36460,2016-09-05,34
2016090535,37030,2016-09-05,35
2016090536,37036,2016-09-05,36
2016090537,37006,2016-09-05,37
2016090538,36883,2016-09-05,38
2016090539,36730,2016-09-05,39
2016090540,36879,2016-09-05,40
2016090541,37245,2016-09-05,41
2016090542,36408,2016-09-05,42
2016090543,34820,2016-09-05,43
2016090544,32701,2016-09-05,44
2016090545,30790,2016-09-05,45
2016090546,28933,2016-09-05,46
2016090547,27522,2016-09-05,47
2016090548,26524,2016-09-05,48
2016090601,25417,2016-09-06,1
2016090602,24561,2016-09-06,2
2016090603,24261,2016-09-06,3
2016090604,23961,2016-09-06,4
2016090605,23585,2016-09-06,5
2016090606,23403,2016-09-06,6
2016090607,23269,2016-09-06,7
2016090608,23261,2016-09-06,8
2016090609,23176,2016-09-06,9
2016090610,23247,2016-09-06,10
2016090611,24307,2016-09-06,11
2016090612,25650,2016-09-06,12
2016090613,27063,2016-09-06,13
2016090614,28650,2016-09-06,14
2016090615,31608,2016-09-06,15
2016090616,33185,2016-09-06,16
2016090617,34215,2016-09-06,17
2016090618,34366,2016-09-06,18
2016090619,34844,2016-09-06,19
2016090620,34753,2016-09-06,20
2016090621,34530,2016-09-06,21
2016090622,34573,2016-09-06,22
2016090623,34527,2016-09-06,23
2016090624,34535,2016-09-06,24
2016090625,34672,2016-09-06,25
2016090626,34776,2016-09-06,26
2016090627,34686,2016-09-06,27
2016090628,34535,2016-09-06,28
2016090629,34544,2016-09-06,29
2016090630,34499,2016-09-06,30
2016090631,34635,2016-09-06,31
2016090632,35071,2016-09-06,32
2016090633,36095,2016-09-06,33
2016090634,36856,2016-09-06,34
2016090635,37411,2016-09-06,35
2016090636,37488,2016-09-06,36
2016090637,37457,2016-09-06,37
2016090638,37405,2016-09-06,38
2016090639,37514,2016-09-06,39
2016090640,37853,2016-09-06,40
2016090641,38344,2016-09-06,41
2016090642,37176,2016-09-06,42
2016090643,35720,2016-09-06,43
2016090644,33762,2016-09-06,44
2016090645,31841,2016-09-06,45
2016090646,29468,2016-09-06,46
2016090647,28260,2016-09-06,47
2016090648,27611,2016-09-06,48
2016090701,26207,2016-09-07,1
2016090702,25381,2016-09-07,2
2016090703,24828,2016-09-07,3
2016090704,24670,2016-09-07,4
2016090705,24431,2016-09-07,5
2016090706,24017,2016-09-07,6
2016090707,23781,2016-09-07,7
2016090708,23846,2016-09-07,8
2016090709,23869,2016-09-07,9
2016090710,24022,2016-09-07,10
2016090711,24872,2016-09-07,11
2016090712,25861,2016-09-07,12
2016090713,27963,2016-09-07,13
2016090714,29520,2016-09-07,14
2016090715,32723,2016-09-07,15
2016090716,34411,2016-09-07,16
2016090717,35436,2016-09-07,17
2016090718,35484,2016-09-07,18
2016090719,35883,2016-09-07,19
2016090720,35746,2016-09-07,20
2016090721,35421,2016-09-07,21
2016090722,35346,2016-09-07,22
2016090723,35223,2016-09-07,23
2016090724,35069,2016-09-07,24
2016090725,34927,2016-09-07,25
2016090726,34732,2016-09-07,26
2016090727,34494,2016-09-07,27
2016090728,34214,2016-09-07,28
2016090729,34073,2016-09-07,29
2016090730,33985,2016-09-07,30
2016090731,34046,2016-09-07,31
2016090732,34570,2016-09-07,32
2016090733,35459,2016-09-07,33
2016090734,36075,2016-09-07,34
2016090735,36469,2016-09-07,35
2016090736,36646,2016-09-07,36
2016090737,36712,2016-09-07,37
2016090738,36621,2016-09-07,38
2016090739,36203,2016-09-07,39
2016090740,36887,2016-09-07,40
2016090741,37639,2016-09-07,41
2016090742,36467,2016-09-07,42
2016090743,34929,2016-09-07,43
2016090744,32950,2016-09-07,44
2016090745,31078,2016-09-07,45
2016090746,29145,2016-09-07,46
2016090747,27809,2016-09-07,47
2016090748,26976,2016-09-07,48
2016090801,25631,2016-09-08,1
2016090802,24754,2016-09-08,2
2016090803,23911,2016-09-08,3
2016090804,23761,2016-09-08,4
2016090805,23460,2016-09-08,5
2016090806,23258,2016-09-08,6
2016090807,23036,2016-09-08,7
2016090808,23059,2016-09-08,8
2016090809,22857,2016-09-08,9
2016090810,22923,2016-09-08,10
2016090811,23648,2016-09-08,11
2016090812,24584,2016-09-08,12
2016090813,26557,2016-09-08,13
2016090814,28251,2016-09-08,14
2016090815,31338,2016-09-08,15
2016090816,32938,2016-09-08,16
2016090817,33766,2016-09-08,17
2016090818,33521,2016-09-08,18
2016090819,33437,2016-09-08,19
2016090820,32700,2016-09-08,20
2016090821,31794,2016-09-08,21
2016090822,31073,2016-09-08,22
2016090823,30728,2016-09-08,23
2016090824,30379,2016-09-08,24
2016090825,30225,2016-09-08,25
2016090826,29735,2016-09-08,26
2016090827,29927,2016-09-08,27
2016090828,29557,2016-09-08,28
2016090829,29142,2016-09-08,29
2016090830,28971,2016-09-08,30
2016090831,28674,2016-09-08,31
2016090832,29275,2016-09-08,32
2016090833,30440,2016-09-08,33
2016090834,31593,2016-09-08,34
2016090835,32569,2016-09-08,35
2016090836,33169,2016-09-08,36
2016090837,33526,2016-09-08,37
2016090838,33739,2016-09-08,38
2016090839,34004,2016-09-08,39
2016090840,34900,2016-09-08,40
2016090841,35722,2016-09-08,41
2016090842,34750,2016-09-08,42
2016090843,33296,2016-09-08,43
2016090844,31530,2016-09-08,44
2016090845,29521,2016-09-08,45
2016090846,27462,2016-09-08,46
2016090847,25599,2016-09-08,47
2016090848,24272,2016-09-08,48
2016090901,23993,2016-09-09,1
2016090902,23227,2016-09-09,2
2016090903,23045,2016-09-09,3
2016090904,22645,2016-09-09,4
2016090905,22382,2016-09-09,5
2016090906,22199,2016-09-09,6
2016090907,22065,2016-09-09,7
2016090908,22151,2016-09-09,8
2016090909,22237,2016-09-09,9
2016090910,22381,2016-09-09,10
2016090911,22862,2016-09-09,11
2016090912,23278,2016-09-09,12
2016090913,25599,2016-09-09,13
2016090914,27834,2016-09-09,14
2016090915,30174,2016-09-09,15
2016090916,31714,2016-09-09,16
2016090917,32480,2016-09-09,17
2016090918,32293,2016-09-09,18
2016090919,32329,2016-09-09,19
2016090920,32025,2016-09-09,20
2016090921,31775,2016-09-09,21
2016090922,31615,2016-09-09,22
2016090923,31710,2016-09-09,23
2016090924,31575,2016-09-09,24
2016090925,31965,2016-09-09,25
2016090926,31669,2016-09-09,26
2016090927,32533,2016-09-09,27
2016090928,32464,2016-09-09,28
2016090929,32563,2016-09-09,29
2016090930,32106,2016-09-09,30
2016090931,31963,2016-09-09,31
2016090932,32340,2016-09-09,32
2016090933,32731,2016-09-09,33
2016090934,33553,2016-09-09,34
2016090935,33893,2016-09-09,35
2016090936,33843,2016-09-09,36
2016090937,33848,2016-09-09,37
2016090938,33890,2016-09-09,38
2016090939,33300,2016-09-09,39
2016090940,33758,2016-09-09,40
2016090941,32959,2016-09-09,41
2016090942,31830,2016-09-09,42
2016090943,32197,2016-09-09,43
2016090944,30750,2016-09-09,44
2016090945,29281,2016-09-09,45
2016090946,27110,2016-09-09,46
2016090947,24655,2016-09-09,47
2016090948,23985,2016-09-09,48
2016091001,22972,2016-09-10,1
2016091002,22575,2016-09-10,2
2016091003,22178,2016-09-10,3
2016091004,22011,2016-09-10,4
2016091005,21568,2016-09-10,5
2016091006,21266,2016-09-10,6
2016091007,21211,2016-09-10,7
2016091008,21272,2016-09-10,8
2016091009,21258,2016-09-10,9
2016091010,21292,2016-09-10,10
2016091011,21427,2016-09-10,11
2016091012,21296,2016-09-10,12
2016091013,22422,2016-09-10,13
2016091014,23201,2016-09-10,14
2016091015,24631,2016-09-10,15
2016091016,26118,2016-09-10,16
2016091017,28359,2016-09-10,17
2016091018,29550,2016-09-10,18
2016091019,30694,2016-09-10,19
2016091020,31080,2016-09-10,20
2016091021,31191,2016-09-10,21
2016091022,31113,2016-09-10,22
2016091023,31009,2016-09-10,23
2016091024,30827,2016-09-10,24
2016091025,30653,2016-09-10,25
2016091026,30262,2016-09-10,26
2016091027,29879,2016-09-10,27
2016091028,29292,2016-09-10,28
2016091029,28771,2016-09-10,29
2016091030,28508,2016-09-10,30
2016091031,28186,2016-09-10,31
2016091032,28093,2016-09-10,32
2016091033,28545,2016-09-10,33
2016091034,29320,2016-09-10,34
2016091035,30290,2016-09-10,35
2016091036,30931,2016-09-10,36
2016091037,31156,2016-09-10,37
2016091038,31291,2016-09-10,38
2016091039,31393,2016-09-10,39
2016091040,31752,2016-09-10,40
2016091041,31887,2016-09-10,41
2016091042,30903,2016-09-10,42
2016091043,29981,2016-09-10,43
2016091044,28750,2016-09-10,44
2016091045,27476,2016-09-10,45
2016091046,26062,2016-09-10,46
2016091047,25178,2016-09-10,47
2016091048,24248,2016-09-10,48
2016091101,23106,2016-09-11,1
2016091102,22129,2016-09-11,2
2016091103,21565,2016-09-11,3
2016091104,21218,2016-09-11,4
2016091105,20790,2016-09-11,5
2016091106,20513,2016-09-11,6
2016091107,20141,2016-09-11,7
2016091108,20182,2016-09-11,8
2016091109,20103,2016-09-11,9
2016091110,19929,2016-09-11,10
2016091111,20205,2016-09-11,11
2016091112,20474,2016-09-11,12
2016091113,20918,2016-09-11,13
2016091114,20948,2016-09-11,14
2016091115,21085,2016-09-11,15
2016091116,21769,2016-09-11,16
2016091117,22723,2016-09-11,17
2016091118,23413,2016-09-11,18
2016091119,24208,2016-09-11,19
2016091120,24385,2016-09-11,20
2016091121,24401,2016-09-11,21
2016091122,24285,2016-09-11,22
2016091123,24105,2016-09-11,23
2016091124,24181,2016-09-11,24
2016091125,24240,2016-09-11,25
2016091126,23923,2016-09-11,26
2016091127,23516,2016-09-11,27
2016091128,23009,2016-09-11,28
2016091129,22859,2016-09-11,29
2016091130,22755,2016-09-11,30
2016091131,23076,2016-09-11,31
2016091132,24061,2016-09-11,32
2016091133,25012,2016-09-11,33
2016091134,26310,2016-09-11,34
2016091135,27543,2016-09-11,35
2016091136,28255,2016-09-11,36
2016091137,29041,2016-09-11,37
2016091138,29520,2016-09-11,38
2016091139,30095,2016-09-11,39
2016091140,31153,2016-09-11,40
2016091141,31753,2016-09-11,41
2016091142,30594,2016-09-11,42
2016091143,29512,2016-09-11,43
2016091144,27894,2016-09-11,44
2016091145,26490,2016-09-11,45
2016091146,24638,2016-09-11,46
2016091147,22653,2016-09-11,47
2016091148,21753,2016-09-11,48
2016091201,21013,2016-09-12,1
2016091202,20597,2016-09-12,2
2016091203,20176,2016-09-12,3
2016091204,20064,2016-09-12,4
2016091205,20023,2016-09-12,5
2016091206,19672,2016-09-12,6
2016091207,19736,2016-09-12,7
2016091208,19756,2016-09-12,8
2016091209,19782,2016-09-12,9
2016091210,20041,2016-09-12,10
2016091211,21267,2016-09-12,11
2016091212,22547,2016-09-12,12
2016091213,24034,2016-09-12,13
2016091214,26180,2016-09-12,14
2016091215,29774,2016-09-12,15
2016091216,31706,2016-09-12,16
2016091217,32316,2016-09-12,17
2016091218,32454,2016-09-12,18
2016091219,32755,2016-09-12,19
2016091220,32644,2016-09-12,20
2016091221,32781,2016-09-12,21
2016091222,32620,2016-09-12,22
2016091223,32352,2016-09-12,23
2016091224,32447,2016-09-12,24
2016091225,32699,2016-09-12,25
2016091226,32451,2016-09-12,26
2016091227,32252,2016-09-12,27
2016091228,31974,2016-09-12,28
2016091229,32220,2016-09-12,29
2016091230,32218,2016-09-12,30
2016091231,31712,2016-09-12,31
2016091232,32771,2016-09-12,32
2016091233,33773,2016-09-12,33
2016091234,34676,2016-09-12,34
2016091235,35468,2016-09-12,35
2016091236,35742,2016-09-12,36
2016091237,35609,2016-09-12,37
2016091238,35723,2016-09-12,38
2016091239,36085,2016-09-12,39
2016091240,36917,2016-09-12,40
